Columna,Estaticos,Desaceledaro,Esperanza Futura,Emergentes,Grandes Creciendo
Economia_Rendimiento_Gladiolo_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Granadilla_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Guama_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Guanabana_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Guandul_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Guatila_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Guayaba_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Gulupa_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Haba_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Habichuela_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Helecho_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Heliconia_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Hierbabuena_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Higo_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Higuerilla_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Hortalizas_varias_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Hortensia_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Iraca_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Jengibre_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Laurel_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Lechuga_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Lenteja_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Lima_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Limon_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Limonaria_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Lulo_Efecto,Positivo - Indeterminado,No significativo,No significativo,No significativo,Negativo - Indeterminado
Economia_Rendimiento_Macadamia_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Maiz_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Economia_Rendimiento_Maiz_forrajero_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Malanga_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Mamey_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Mamoncillo_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Mandarina_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Mango_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Mangostino_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Mani_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Manzana_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Maracuya_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Maranon_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Melon_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Menta_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Mimbre_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Mora_Efecto,Positivo - Indeterminado,No significativo,No significativo,No significativo,Negativo - Indeterminado
Economia_Rendimiento_Morera_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Moringa_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Nabo_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Name_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Naranja_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Nispero_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Noni_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Orellana_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Palma_aceite_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Palma_amarga_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Palmito_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Papa_Efecto,Positivo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado,No significativo
Economia_Rendimiento_Papaya_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Papayuela_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Patilla_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Pepa_pan_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Pepino_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Pepino_cohombro_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Pepino_guiso_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Pera_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Perejil_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Pimenton_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Pimienta_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Pina_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Pitahaya_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Plantas_aromaticas_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Plantas_aromaticas_medicinales_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Plantas_medicinales_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Plátano_Efecto,No significativo,Negativo - Indeterminado,Positivo - Indeterminado,Positivo - Alto,Negativo - Indeterminado
Economia_Rendimiento_Poleo_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Pomelo_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Puerro_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Quinua_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Rabano_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Rambutan_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Remolacha_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Repollo_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Romero_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Rosa_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Ruda_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Ruscus_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Sabila_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Sacha_inchi_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Sorgo_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Soya_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Stevia_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Tabaco_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Tabaco_negro_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Tabaco_rubio_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Tamarindo_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Tangelo_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Te_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Tomate_Efecto,Positivo - Indeterminado,No significativo,No significativo,No significativo,Negativo - Indeterminado
Economia_Rendimiento_Tomate_arbol_Efecto,Positivo - Muy Alto,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Tomillo_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Trigo_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Uchuva_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Ulluco_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Uva_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Uva_caimarona_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Yacon_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Yuca_Efecto,No significativo,Negativo - Indeterminado,Positivo - Muy Alto,Positivo - Alto,Negativo - Indeterminado
Economia_Rendimiento_Zanahoria_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Economia_Rendimiento_Zapote_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
